k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,cost_fp,cost_fn,maintenance_threshold
0.25,640,240,8963,452,0.4139194139194139,0.02607845267847441,1144.0,0.11112190383681399,FD002,1.0,2,20
0.3,663,261,8942,429,0.39285714285714285,0.02836031728784092,1119.0,0.10869354055366683,FD002,1.0,2,20
0.35,688,280,8923,404,0.36996336996337,0.030424861458220147,1088.0,0.10568237008256436,FD002,1.0,2,20
0.4,710,304,8899,382,0.3498168498168498,0.03303270672606759,1068.0,0.10373967945604662,FD002,1.0,2,20
0.45,728,327,8876,364,0.3333333333333333,0.035531891774421384,1055.0,0.1024769305488101,FD002,1.0,2,20
0.5,753,357,8846,339,0.31043956043956045,0.038791698359230686,1035.0,0.10053423992229238,FD002,1.0,2,20
0.55,776,393,8810,316,0.2893772893772894,0.04270346626100185,1025.0,0.09956289460903352,FD002,1.0,2,20
0.6,807,439,8764,285,0.260989010989011,0.04770183635770944,1009.0,0.09800874210781933,FD002,1.0,2,20
0.65,835,476,8727,257,0.23534798534798534,0.051722264478974246,990.0,0.0961631860126275,FD002,1.0,2,20
0.7,849,518,8685,243,0.22252747252747251,0.056285993697707266,1004.0,0.0975230694511899,FD002,1.0,2,20
0.75,866,568,8635,226,0.20695970695970695,0.06171900467238944,1020.0,0.09907722195240408,FD002,1.0,2,20
0.8,885,616,8587,207,0.18956043956043955,0.06693469520808432,1030.0,0.10004856726566294,FD002,1.0,2,20
0.85,911,671,8532,181,0.16575091575091574,0.07291100728023471,1033.0,0.1003399708596406,FD002,1.0,2,20
0.9,931,733,8470,161,0.14743589743589744,0.0796479408888406,1055.0,0.1024769305488101,FD002,1.0,2,20
0.95,948,799,8404,144,0.13186813186813187,0.08681951537542106,1087.0,0.10558523555123847,FD002,1.0,2,20
1.0,963,859,8344,129,0.11813186813186813,0.09333912854503966,1117.0,0.10849927149101506,FD002,1.0,2,20
1.05,976,926,8277,116,0.10622710622710622,0.10061936325111377,1158.0,0.1124817872753764,FD002,1.0,2,20
1.1,986,1017,8186,106,0.09706959706959707,0.11050744322503532,1229.0,0.11937833899951433,FD002,1.0,2,20
1.15,999,1094,8109,93,0.08516483516483517,0.11887428012604585,1280.0,0.12433220009713453,FD002,1.0,2,20
1.2,1008,1185,8018,84,0.07692307692307693,0.12876236009996742,1353.0,0.13142302088392424,FD002,1.0,2,20
1.25,1017,1293,7910,75,0.06868131868131869,0.1404976638052809,1443.0,0.140165128703254,FD002,1.0,2,20
1.3,1019,1369,7834,73,0.06684981684981685,0.1487558404867978,1515.0,0.14715881495871783,FD002,1.0,2,20
1.35,1029,1470,7733,63,0.057692307692307696,0.15973052265565577,1596.0,0.15502671199611462,FD002,1.0,2,20
1.4,1035,1558,7645,57,0.0521978021978022,0.16929262197109637,1672.0,0.16240893637688197,FD002,1.0,2,20
1.45,1038,1685,7518,54,0.04945054945054945,0.1830924698467891,1793.0,0.17416221466731424,FD002,1.0,2,20
1.5,1046,1794,7409,46,0.04212454212454213,0.19493643377159622,1886.0,0.18319572608062165,FD002,1.0,2,20
1.55,1048,1921,7282,44,0.040293040293040296,0.20873628164728894,2009.0,0.1951432734337057,FD002,1.0,2,20
1.6,1052,2040,7163,40,0.03663003663003663,0.2216668477670325,2120.0,0.20592520641087908,FD002,1.0,2,20
1.65,1057,2168,7035,35,0.03205128205128205,0.23557535586221884,2238.0,0.21738708110733365,FD002,1.0,2,20
1.7,1061,2292,6911,31,0.028388278388278388,0.24904922307943061,2354.0,0.22865468674113648,FD002,1.0,2,20
1.75,1062,2423,6780,30,0.027472527472527472,0.2632837118330979,2483.0,0.24118504128217583,FD002,1.0,2,20
1.8,1066,2538,6665,26,0.023809523809523808,0.2757796370748669,2590.0,0.2515784361340457,FD002,1.0,2,20
1.85,1067,2690,6513,25,0.022893772893772892,0.29229599043790067,2740.0,0.2661486158329286,FD002,1.0,2,20
1.9,1067,2794,6409,25,0.022893772893772892,0.3035966532652396,2844.0,0.2762506070908208,FD002,1.0,2,20
1.95,1069,2910,6293,23,0.021062271062271064,0.31620123872650224,2956.0,0.28712967459932004,FD002,1.0,2,20
2.0,1071,3035,6168,21,0.019230769230769232,0.32978376616320765,3077.0,0.2988829528897523,FD002,1.0,2,20
0.0,537,152,9051,555,0.5082417582417582,0.016516353363033795,2927.0,0.28431277319086934,FD002,1.0,5,20
0.05,557,164,9039,535,0.4899267399267399,0.017820275996957513,2839.0,0.27576493443419137,FD002,1.0,5,20
0.1,580,191,9012,512,0.46886446886446886,0.020754101923285886,2751.0,0.26721709567751334,FD002,1.0,5,20
0.15,601,205,8998,491,0.44963369963369965,0.02227534499619689,2660.0,0.2583778533268577,FD002,1.0,5,20
0.2,615,219,8984,477,0.4368131868131868,0.0237965880691079,2604.0,0.25293831957260804,FD002,1.0,5,20
0.25,640,240,8963,452,0.4139194139194139,0.02607845267847441,2500.0,0.24283632831471588,FD002,1.0,5,20
0.3,663,261,8942,429,0.39285714285714285,0.02836031728784092,2406.0,0.23370568237008257,FD002,1.0,5,20
0.35,688,280,8923,404,0.36996336996337,0.030424861458220147,2300.0,0.22340942204953862,FD002,1.0,5,20
0.4,710,304,8899,382,0.3498168498168498,0.03303270672606759,2214.0,0.2150558523555124,FD002,1.0,5,20
0.45,728,327,8876,364,0.3333333333333333,0.035531891774421384,2147.0,0.208547838756678,FD002,1.0,5,20
0.5,753,357,8846,339,0.31043956043956045,0.038791698359230686,2052.0,0.1993200582807188,FD002,1.0,5,20
0.55,776,393,8810,316,0.2893772893772894,0.04270346626100185,1973.0,0.19164643030597378,FD002,1.0,5,20
0.6,807,439,8764,285,0.260989010989011,0.04770183635770944,1864.0,0.18105876639145216,FD002,1.0,5,20
0.65,835,476,8727,257,0.23534798534798534,0.051722264478974246,1761.0,0.17105390966488587,FD002,1.0,5,20
0.7,849,518,8685,243,0.22252747252747251,0.056285993697707266,1733.0,0.16833414278776104,FD002,1.0,5,20
0.75,866,568,8635,226,0.20695970695970695,0.06171900467238944,1698.0,0.16493443419135503,FD002,1.0,5,20
0.8,885,616,8587,207,0.18956043956043955,0.06693469520808432,1651.0,0.16036911121903838,FD002,1.0,5,20
0.85,911,671,8532,181,0.16575091575091574,0.07291100728023471,1576.0,0.1530840213695969,FD002,1.0,5,20
0.9,931,733,8470,161,0.14743589743589744,0.0796479408888406,1538.0,0.14939290917921322,FD002,1.0,5,20
0.95,948,799,8404,144,0.13186813186813187,0.08681951537542106,1519.0,0.14754735308402137,FD002,1.0,5,20
1.0,963,859,8344,129,0.11813186813186813,0.09333912854503966,1504.0,0.14609033511413308,FD002,1.0,5,20
1.05,976,926,8277,116,0.10622710622710622,0.10061936325111377,1506.0,0.14628460417678485,FD002,1.0,5,20
1.1,986,1017,8186,106,0.09706959706959707,0.11050744322503532,1547.0,0.1502671199611462,FD002,1.0,5,20
1.15,999,1094,8109,93,0.08516483516483517,0.11887428012604585,1559.0,0.1514327343370568,FD002,1.0,5,20
1.2,1008,1185,8018,84,0.07692307692307693,0.12876236009996742,1605.0,0.1559009227780476,FD002,1.0,5,20
1.25,1017,1293,7910,75,0.06868131868131869,0.1404976638052809,1668.0,0.16202039825157843,FD002,1.0,5,20
1.3,1019,1369,7834,73,0.06684981684981685,0.1487558404867978,1734.0,0.16843127731908694,FD002,1.0,5,20
1.35,1029,1470,7733,63,0.057692307692307696,0.15973052265565577,1785.0,0.17338513841670714,FD002,1.0,5,20
1.4,1035,1558,7645,57,0.0521978021978022,0.16929262197109637,1843.0,0.17901894123360854,FD002,1.0,5,20
1.45,1038,1685,7518,54,0.04945054945054945,0.1830924698467891,1955.0,0.18989800874210783,FD002,1.0,5,20
1.5,1046,1794,7409,46,0.04212454212454213,0.19493643377159622,2024.0,0.19660029140359397,FD002,1.0,5,20
1.55,1048,1921,7282,44,0.040293040293040296,0.20873628164728894,2141.0,0.20796503156872267,FD002,1.0,5,20
1.6,1052,2040,7163,40,0.03663003663003663,0.2216668477670325,2240.0,0.21758135016998542,FD002,1.0,5,20
1.65,1057,2168,7035,35,0.03205128205128205,0.23557535586221884,2343.0,0.22758620689655173,FD002,1.0,5,20
1.7,1061,2292,6911,31,0.028388278388278388,0.24904922307943061,2447.0,0.2376881981544439,FD002,1.0,5,20
1.75,1062,2423,6780,30,0.027472527472527472,0.2632837118330979,2573.0,0.2499271491015056,FD002,1.0,5,20
1.8,1066,2538,6665,26,0.023809523809523808,0.2757796370748669,2668.0,0.2591549295774648,FD002,1.0,5,20
1.85,1067,2690,6513,25,0.022893772893772892,0.29229599043790067,2815.0,0.2734337056823701,FD002,1.0,5,20
1.9,1067,2794,6409,25,0.022893772893772892,0.3035966532652396,2919.0,0.28353569694026226,FD002,1.0,5,20
1.95,1069,2910,6293,23,0.021062271062271064,0.31620123872650224,3025.0,0.29383195726080624,FD002,1.0,5,20
2.0,1071,3035,6168,21,0.019230769230769232,0.32978376616320765,3140.0,0.3050024283632832,FD002,1.0,5,20
0.0,537,152,9051,555,0.5082417582417582,0.016516353363033795,5702.0,0.553861097620204,FD002,1.0,10,20
0.05,557,164,9039,535,0.4899267399267399,0.017820275996957513,5514.0,0.5355998057309374,FD002,1.0,10,20
0.1,580,191,9012,512,0.46886446886446886,0.020754101923285886,5311.0,0.5158814958717824,FD002,1.0,10,20
0.15,601,205,8998,491,0.44963369963369965,0.02227534499619689,5115.0,0.4968431277319087,FD002,1.0,10,20
0.2,615,219,8984,477,0.4368131868131868,0.0237965880691079,4989.0,0.484604176784847,FD002,1.0,10,20
0.25,640,240,8963,452,0.4139194139194139,0.02607845267847441,4760.0,0.462360369111219,FD002,1.0,10,20
0.3,663,261,8942,429,0.39285714285714285,0.02836031728784092,4551.0,0.4420592520641088,FD002,1.0,10,20
0.35,688,280,8923,404,0.36996336996337,0.030424861458220147,4320.0,0.41962117532782905,FD002,1.0,10,20
0.4,710,304,8899,382,0.3498168498168498,0.03303270672606759,4124.0,0.4005828071879553,FD002,1.0,10,20
0.45,728,327,8876,364,0.3333333333333333,0.035531891774421384,3967.0,0.3853326857697912,FD002,1.0,10,20
0.5,753,357,8846,339,0.31043956043956045,0.038791698359230686,3747.0,0.36396308887809614,FD002,1.0,10,20
0.55,776,393,8810,316,0.2893772893772894,0.04270346626100185,3553.0,0.3451189898008742,FD002,1.0,10,20
0.6,807,439,8764,285,0.260989010989011,0.04770183635770944,3289.0,0.3194754735308402,FD002,1.0,10,20
0.65,835,476,8727,257,0.23534798534798534,0.051722264478974246,3046.0,0.2958717824186498,FD002,1.0,10,20
0.7,849,518,8685,243,0.22252747252747251,0.056285993697707266,2948.0,0.28635259834871296,FD002,1.0,10,20
0.75,866,568,8635,226,0.20695970695970695,0.06171900467238944,2828.0,0.2746964545896066,FD002,1.0,10,20
0.8,885,616,8587,207,0.18956043956043955,0.06693469520808432,2686.0,0.26090335114133073,FD002,1.0,10,20
0.85,911,671,8532,181,0.16575091575091574,0.07291100728023471,2481.0,0.24099077221952403,FD002,1.0,10,20
0.9,931,733,8470,161,0.14743589743589744,0.0796479408888406,2343.0,0.22758620689655173,FD002,1.0,10,20
0.95,948,799,8404,144,0.13186813186813187,0.08681951537542106,2239.0,0.21748421563865955,FD002,1.0,10,20
1.0,963,859,8344,129,0.11813186813186813,0.09333912854503966,2149.0,0.20874210781932978,FD002,1.0,10,20
1.05,976,926,8277,116,0.10622710622710622,0.10061936325111377,2086.0,0.20262263234579894,FD002,1.0,10,20
1.1,986,1017,8186,106,0.09706959706959707,0.11050744322503532,2077.0,0.20174842156386597,FD002,1.0,10,20
1.15,999,1094,8109,93,0.08516483516483517,0.11887428012604585,2024.0,0.19660029140359397,FD002,1.0,10,20
1.2,1008,1185,8018,84,0.07692307692307693,0.12876236009996742,2025.0,0.19669742593491987,FD002,1.0,10,20
1.25,1017,1293,7910,75,0.06868131868131869,0.1404976638052809,2043.0,0.19844584749878583,FD002,1.0,10,20
1.3,1019,1369,7834,73,0.06684981684981685,0.1487558404867978,2099.0,0.20388538125303546,FD002,1.0,10,20
1.35,1029,1470,7733,63,0.057692307692307696,0.15973052265565577,2100.0,0.20398251578436133,FD002,1.0,10,20
1.4,1035,1558,7645,57,0.0521978021978022,0.16929262197109637,2128.0,0.20670228266148616,FD002,1.0,10,20
1.45,1038,1685,7518,54,0.04945054945054945,0.1830924698467891,2225.0,0.21612433220009714,FD002,1.0,10,20
1.5,1046,1794,7409,46,0.04212454212454213,0.19493643377159622,2254.0,0.21894123360854784,FD002,1.0,10,20
1.55,1048,1921,7282,44,0.040293040293040296,0.20873628164728894,2361.0,0.2293346284604177,FD002,1.0,10,20
1.6,1052,2040,7163,40,0.03663003663003663,0.2216668477670325,2440.0,0.2370082564351627,FD002,1.0,10,20
1.65,1057,2168,7035,35,0.03205128205128205,0.23557535586221884,2518.0,0.24458474987858184,FD002,1.0,10,20
1.7,1061,2292,6911,31,0.028388278388278388,0.24904922307943061,2602.0,0.2527440505099563,FD002,1.0,10,20
1.75,1062,2423,6780,30,0.027472527472527472,0.2632837118330979,2723.0,0.26449732880038856,FD002,1.0,10,20
1.8,1066,2538,6665,26,0.023809523809523808,0.2757796370748669,2798.0,0.27178241864983,FD002,1.0,10,20
1.85,1067,2690,6513,25,0.022893772893772892,0.29229599043790067,2940.0,0.2855755220981059,FD002,1.0,10,20
1.9,1067,2794,6409,25,0.022893772893772892,0.3035966532652396,3044.0,0.29567751335599807,FD002,1.0,10,20
1.95,1069,2910,6293,23,0.021062271062271064,0.31620123872650224,3140.0,0.3050024283632832,FD002,1.0,10,20
2.0,1071,3035,6168,21,0.019230769230769232,0.32978376616320765,3245.0,0.31520155415250123,FD002,1.0,10,20
0.0,537,152,9051,555,0.5082417582417582,0.016516353363033795,11252.0,1.0929577464788733,FD002,1.0,20,20
0.05,557,164,9039,535,0.4899267399267399,0.017820275996957513,10864.0,1.0552695483244294,FD002,1.0,20,20
0.1,580,191,9012,512,0.46886446886446886,0.020754101923285886,10431.0,1.0132102962603204,FD002,1.0,20,20
0.15,601,205,8998,491,0.44963369963369965,0.02227534499619689,10025.0,0.9737736765420106,FD002,1.0,20,20
0.2,615,219,8984,477,0.4368131868131868,0.0237965880691079,9759.0,0.9479358912093249,FD002,1.0,20,20
0.25,640,240,8963,452,0.4139194139194139,0.02607845267847441,9280.0,0.9014084507042254,FD002,1.0,20,20
0.3,663,261,8942,429,0.39285714285714285,0.02836031728784092,8841.0,0.8587663914521613,FD002,1.0,20,20
0.35,688,280,8923,404,0.36996336996337,0.030424861458220147,8360.0,0.8120446818844099,FD002,1.0,20,20
0.4,710,304,8899,382,0.3498168498168498,0.03303270672606759,7944.0,0.7716367168528412,FD002,1.0,20,20
0.45,728,327,8876,364,0.3333333333333333,0.035531891774421384,7607.0,0.7389023797960175,FD002,1.0,20,20
0.5,753,357,8846,339,0.31043956043956045,0.038791698359230686,7137.0,0.6932491500728509,FD002,1.0,20,20
0.55,776,393,8810,316,0.2893772893772894,0.04270346626100185,6713.0,0.6520641087906751,FD002,1.0,20,20
0.6,807,439,8764,285,0.260989010989011,0.04770183635770944,6139.0,0.5963088878096163,FD002,1.0,20,20
0.65,835,476,8727,257,0.23534798534798534,0.051722264478974246,5616.0,0.5455075279261777,FD002,1.0,20,20
0.7,849,518,8685,243,0.22252747252747251,0.056285993697707266,5378.0,0.5223895094706168,FD002,1.0,20,20
0.75,866,568,8635,226,0.20695970695970695,0.06171900467238944,5088.0,0.49422049538610974,FD002,1.0,20,20
0.8,885,616,8587,207,0.18956043956043955,0.06693469520808432,4756.0,0.4619718309859155,FD002,1.0,20,20
0.85,911,671,8532,181,0.16575091575091574,0.07291100728023471,4291.0,0.41680427391937835,FD002,1.0,20,20
0.9,931,733,8470,161,0.14743589743589744,0.0796479408888406,3953.0,0.38397280233122877,FD002,1.0,20,20
0.95,948,799,8404,144,0.13186813186813187,0.08681951537542106,3679.0,0.35735794074793586,FD002,1.0,20,20
1.0,963,859,8344,129,0.11813186813186813,0.09333912854503966,3439.0,0.3340456532297232,FD002,1.0,20,20
1.05,976,926,8277,116,0.10622710622710622,0.10061936325111377,3246.0,0.3152986886838271,FD002,1.0,20,20
1.1,986,1017,8186,106,0.09706959706959707,0.11050744322503532,3137.0,0.3047110247693055,FD002,1.0,20,20
1.15,999,1094,8109,93,0.08516483516483517,0.11887428012604585,2954.0,0.2869354055366683,FD002,1.0,20,20
1.2,1008,1185,8018,84,0.07692307692307693,0.12876236009996742,2865.0,0.2782904322486644,FD002,1.0,20,20
1.25,1017,1293,7910,75,0.06868131868131869,0.1404976638052809,2793.0,0.2712967459932006,FD002,1.0,20,20
1.3,1019,1369,7834,73,0.06684981684981685,0.1487558404867978,2829.0,0.2747935891209325,FD002,1.0,20,20
1.35,1029,1470,7733,63,0.057692307692307696,0.15973052265565577,2730.0,0.2651772705196697,FD002,1.0,20,20
1.4,1035,1558,7645,57,0.0521978021978022,0.16929262197109637,2698.0,0.2620689655172414,FD002,1.0,20,20
1.45,1038,1685,7518,54,0.04945054945054945,0.1830924698467891,2765.0,0.26857697911607575,FD002,1.0,20,20
1.5,1046,1794,7409,46,0.04212454212454213,0.19493643377159622,2714.0,0.26362311801845556,FD002,1.0,20,20
1.55,1048,1921,7282,44,0.040293040293040296,0.20873628164728894,2801.0,0.27207382224380766,FD002,1.0,20,20
1.6,1052,2040,7163,40,0.03663003663003663,0.2216668477670325,2840.0,0.27586206896551724,FD002,1.0,20,20
1.65,1057,2168,7035,35,0.03205128205128205,0.23557535586221884,2868.0,0.27858183584264207,FD002,1.0,20,20
1.7,1061,2292,6911,31,0.028388278388278388,0.24904922307943061,2912.0,0.28285575522098105,FD002,1.0,20,20
1.75,1062,2423,6780,30,0.027472527472527472,0.2632837118330979,3023.0,0.29363768819815445,FD002,1.0,20,20
1.8,1066,2538,6665,26,0.023809523809523808,0.2757796370748669,3058.0,0.2970373967945605,FD002,1.0,20,20
1.85,1067,2690,6513,25,0.022893772893772892,0.29229599043790067,3190.0,0.30985915492957744,FD002,1.0,20,20
1.9,1067,2794,6409,25,0.022893772893772892,0.3035966532652396,3294.0,0.3199611461874696,FD002,1.0,20,20
1.95,1069,2910,6293,23,0.021062271062271064,0.31620123872650224,3370.0,0.32734337056823704,FD002,1.0,20,20
2.0,1071,3035,6168,21,0.019230769230769232,0.32978376616320765,3455.0,0.33559980573093734,FD002,1.0,20,20
0.0,537,152,9051,555,0.5082417582417582,0.016516353363033795,27902.0,2.710247693054881,FD002,1.0,50,20
0.05,557,164,9039,535,0.4899267399267399,0.017820275996957513,26914.0,2.6142787761049053,FD002,1.0,50,20
0.1,580,191,9012,512,0.46886446886446886,0.020754101923285886,25791.0,2.505196697425935,FD002,1.0,50,20
0.15,601,205,8998,491,0.44963369963369965,0.02227534499619689,24755.0,2.4045653229723167,FD002,1.0,50,20
0.2,615,219,8984,477,0.4368131868131868,0.0237965880691079,24069.0,2.3379310344827586,FD002,1.0,50,20
0.25,640,240,8963,452,0.4139194139194139,0.02607845267847441,22840.0,2.218552695483244,FD002,1.0,50,20
0.3,663,261,8942,429,0.39285714285714285,0.02836031728784092,21711.0,2.1088878096163186,FD002,1.0,50,20
0.35,688,280,8923,404,0.36996336996337,0.030424861458220147,20480.0,1.9893152015541524,FD002,1.0,50,20
0.4,710,304,8899,382,0.3498168498168498,0.03303270672606759,19404.0,1.884798445847499,FD002,1.0,50,20
0.45,728,327,8876,364,0.3333333333333333,0.035531891774421384,18527.0,1.7996114618746966,FD002,1.0,50,20
0.5,753,357,8846,339,0.31043956043956045,0.038791698359230686,17307.0,1.6811073336571152,FD002,1.0,50,20
0.55,776,393,8810,316,0.2893772893772894,0.04270346626100185,16193.0,1.5728994657600777,FD002,1.0,50,20
0.6,807,439,8764,285,0.260989010989011,0.04770183635770944,14689.0,1.4268091306459447,FD002,1.0,50,20
0.65,835,476,8727,257,0.23534798534798534,0.051722264478974246,13326.0,1.2944147644487616,FD002,1.0,50,20
0.7,849,518,8685,243,0.22252747252747251,0.056285993697707266,12668.0,1.2305002428363283,FD002,1.0,50,20
0.75,866,568,8635,226,0.20695970695970695,0.06171900467238944,11868.0,1.1527926177756191,FD002,1.0,50,20
0.8,885,616,8587,207,0.18956043956043955,0.06693469520808432,10966.0,1.0651772705196698,FD002,1.0,50,20
0.85,911,671,8532,181,0.16575091575091574,0.07291100728023471,9721.0,0.9442447790189412,FD002,1.0,50,20
0.9,931,733,8470,161,0.14743589743589744,0.0796479408888406,8783.0,0.8531325886352599,FD002,1.0,50,20
0.95,948,799,8404,144,0.13186813186813187,0.08681951537542106,7999.0,0.776979116075765,FD002,1.0,50,20
1.0,963,859,8344,129,0.11813186813186813,0.09333912854503966,7309.0,0.7099562894609034,FD002,1.0,50,20
1.05,976,926,8277,116,0.10622710622710622,0.10061936325111377,6726.0,0.6533268576979117,FD002,1.0,50,20
1.1,986,1017,8186,106,0.09706959706959707,0.11050744322503532,6317.0,0.6135988343856241,FD002,1.0,50,20
1.15,999,1094,8109,93,0.08516483516483517,0.11887428012604585,5744.0,0.5579407479358912,FD002,1.0,50,20
1.2,1008,1185,8018,84,0.07692307692307693,0.12876236009996742,5385.0,0.523069451189898,FD002,1.0,50,20
1.25,1017,1293,7910,75,0.06868131868131869,0.1404976638052809,5043.0,0.4898494414764449,FD002,1.0,50,20
1.3,1019,1369,7834,73,0.06684981684981685,0.1487558404867978,5019.0,0.4875182127246236,FD002,1.0,50,20
1.35,1029,1470,7733,63,0.057692307692307696,0.15973052265565577,4620.0,0.44876153472559493,FD002,1.0,50,20
1.4,1035,1558,7645,57,0.0521978021978022,0.16929262197109637,4408.0,0.428169014084507,FD002,1.0,50,20
1.45,1038,1685,7518,54,0.04945054945054945,0.1830924698467891,4385.0,0.42593491986401166,FD002,1.0,50,20
1.5,1046,1794,7409,46,0.04212454212454213,0.19493643377159622,4094.0,0.39766877124817873,FD002,1.0,50,20
1.55,1048,1921,7282,44,0.040293040293040296,0.20873628164728894,4121.0,0.40029140359397763,FD002,1.0,50,20
1.6,1052,2040,7163,40,0.03663003663003663,0.2216668477670325,4040.0,0.39242350655658087,FD002,1.0,50,20
1.65,1057,2168,7035,35,0.03205128205128205,0.23557535586221884,3918.0,0.38057309373482273,FD002,1.0,50,20
1.7,1061,2292,6911,31,0.028388278388278388,0.24904922307943061,3842.0,0.3731908693540554,FD002,1.0,50,20
1.75,1062,2423,6780,30,0.027472527472527472,0.2632837118330979,3923.0,0.38105876639145214,FD002,1.0,50,20
1.8,1066,2538,6665,26,0.023809523809523808,0.2757796370748669,3838.0,0.37280233122875184,FD002,1.0,50,20
1.85,1067,2690,6513,25,0.022893772893772892,0.29229599043790067,3940.0,0.3827100534239922,FD002,1.0,50,20
1.9,1067,2794,6409,25,0.022893772893772892,0.3035966532652396,4044.0,0.3928120446818844,FD002,1.0,50,20
1.95,1069,2910,6293,23,0.021062271062271064,0.31620123872650224,4060.0,0.39436619718309857,FD002,1.0,50,20
2.0,1071,3035,6168,21,0.019230769230769232,0.32978376616320765,4085.0,0.3967945604662457,FD002,1.0,50,20
0.0,537,152,9051,555,0.5082417582417582,0.016516353363033795,55652.0,5.405730937348228,FD002,1.0,100,20
0.05,557,164,9039,535,0.4899267399267399,0.017820275996957513,53664.0,5.212627489072365,FD002,1.0,100,20
0.1,580,191,9012,512,0.46886446886446886,0.020754101923285886,51391.0,4.991840699368626,FD002,1.0,100,20
0.15,601,205,8998,491,0.44963369963369965,0.02227534499619689,49305.0,4.789218067022826,FD002,1.0,100,20
0.2,615,219,8984,477,0.4368131868131868,0.0237965880691079,47919.0,4.654589606605148,FD002,1.0,100,20
0.25,640,240,8963,452,0.4139194139194139,0.02607845267847441,45440.0,4.413793103448276,FD002,1.0,100,20
0.3,663,261,8942,429,0.39285714285714285,0.02836031728784092,43161.0,4.1924235065565805,FD002,1.0,100,20
0.35,688,280,8923,404,0.36996336996337,0.030424861458220147,40680.0,3.951432734337057,FD002,1.0,100,20
0.4,710,304,8899,382,0.3498168498168498,0.03303270672606759,38504.0,3.740067994171928,FD002,1.0,100,20
0.45,728,327,8876,364,0.3333333333333333,0.035531891774421384,36727.0,3.567459932005828,FD002,1.0,100,20
0.5,753,357,8846,339,0.31043956043956045,0.038791698359230686,34257.0,3.3275376396308887,FD002,1.0,100,20
0.55,776,393,8810,316,0.2893772893772894,0.04270346626100185,31993.0,3.1076250607090823,FD002,1.0,100,20
0.6,807,439,8764,285,0.260989010989011,0.04770183635770944,28939.0,2.810976202039825,FD002,1.0,100,20
0.65,835,476,8727,257,0.23534798534798534,0.051722264478974246,26176.0,2.542593491986401,FD002,1.0,100,20
0.7,849,518,8685,243,0.22252747252747251,0.056285993697707266,24818.0,2.4106847984458475,FD002,1.0,100,20
0.75,866,568,8635,226,0.20695970695970695,0.06171900467238944,23168.0,2.250412821758135,FD002,1.0,100,20
0.8,885,616,8587,207,0.18956043956043955,0.06693469520808432,21316.0,2.0705196697425934,FD002,1.0,100,20
0.85,911,671,8532,181,0.16575091575091574,0.07291100728023471,18771.0,1.8233122875182126,FD002,1.0,100,20
0.9,931,733,8470,161,0.14743589743589744,0.0796479408888406,16833.0,1.635065565808645,FD002,1.0,100,20
0.95,948,799,8404,144,0.13186813186813187,0.08681951537542106,15199.0,1.4763477416221467,FD002,1.0,100,20
1.0,963,859,8344,129,0.11813186813186813,0.09333912854503966,13759.0,1.3364740165128703,FD002,1.0,100,20
1.05,976,926,8277,116,0.10622710622710622,0.10061936325111377,12526.0,1.2167071393880524,FD002,1.0,100,20
1.1,986,1017,8186,106,0.09706959706959707,0.11050744322503532,11617.0,1.1284118504128218,FD002,1.0,100,20
1.15,999,1094,8109,93,0.08516483516483517,0.11887428012604585,10394.0,1.0096163186012628,FD002,1.0,100,20
1.2,1008,1185,8018,84,0.07692307692307693,0.12876236009996742,9585.0,0.9310344827586207,FD002,1.0,100,20
1.25,1017,1293,7910,75,0.06868131868131869,0.1404976638052809,8793.0,0.8541039339485187,FD002,1.0,100,20
1.3,1019,1369,7834,73,0.06684981684981685,0.1487558404867978,8669.0,0.8420592520641088,FD002,1.0,100,20
1.35,1029,1470,7733,63,0.057692307692307696,0.15973052265565577,7770.0,0.754735308402137,FD002,1.0,100,20
1.4,1035,1558,7645,57,0.0521978021978022,0.16929262197109637,7258.0,0.7050024283632832,FD002,1.0,100,20
1.45,1038,1685,7518,54,0.04945054945054945,0.1830924698467891,7085.0,0.6881981544439048,FD002,1.0,100,20
1.5,1046,1794,7409,46,0.04212454212454213,0.19493643377159622,6394.0,0.6210781932977173,FD002,1.0,100,20
1.55,1048,1921,7282,44,0.040293040293040296,0.20873628164728894,6321.0,0.6139873725109276,FD002,1.0,100,20
1.6,1052,2040,7163,40,0.03663003663003663,0.2216668477670325,6040.0,0.5866925692083536,FD002,1.0,100,20
1.65,1057,2168,7035,35,0.03205128205128205,0.23557535586221884,5668.0,0.5505585235551238,FD002,1.0,100,20
1.7,1061,2292,6911,31,0.028388278388278388,0.24904922307943061,5392.0,0.5237493929091792,FD002,1.0,100,20
1.75,1062,2423,6780,30,0.027472527472527472,0.2632837118330979,5423.0,0.5267605633802817,FD002,1.0,100,20
1.8,1066,2538,6665,26,0.023809523809523808,0.2757796370748669,5138.0,0.49907722195240406,FD002,1.0,100,20
1.85,1067,2690,6513,25,0.022893772893772892,0.29229599043790067,5190.0,0.5041282175813502,FD002,1.0,100,20
1.9,1067,2794,6409,25,0.022893772893772892,0.3035966532652396,5294.0,0.5142302088392423,FD002,1.0,100,20
1.95,1069,2910,6293,23,0.021062271062271064,0.31620123872650224,5210.0,0.5060709082078679,FD002,1.0,100,20
